ko_term,group,EC,bigg_reaction,description,CAZy,KEGG_Pathway,BRITE,name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,variable,coef,n_eff,i.EC,i.bigg_reaction,i.description,i.CAZy,i.KEGG_Pathway,i.BRITE,i.name,i.baseMean,i.log2FoldChange,i.lfcSE,i.stat,i.pvalue,i.padj,i.variable,i.coef,i.n_eff,t
ko:K01895,carbohydrate metabolism,"6.2.1.1,6.2.1.17,6.2.1.40,6.2.1.13","iE2348C_1286.E2348C_4392,iYL1228.KPN_04478","Acyl-coenzyme A synthetase ACSM3,AMP-binding enzyme C-terminal domain,Catalyzes the synthesis of propionyl-CoA from propionate and CoA. Also converts acetate to acetyl-CoA but with a lower specific activity (By similarity),AMP-binding enzyme,AMP-dependent synthetase and ligase,Psort location Cytoplasmic, score,Succinyl-CoA ligase like flavodoxin domain,Catalyzes the conversion of acetate into acetyl-CoA (AcCoA), an essential intermediate at the junction of anabolic and catabolic pathways. Acs undergoes a two-step reaction. In the first half reaction, Acs combines acetate with ATP to form acetyl- adenylate (AcAMP) intermediate. In the second half reaction, it can then transfer the acetyl group from AcAMP to the sulfhydryl group of CoA, forming the product AcCoA,PFAM AMP-dependent synthetase and ligase","","ko00010,ko00620,ko00640,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00620,map00640,map00680,map00720,map01100,map01110,map01120,map01130,map01200","ko00000,ko00001,ko00002,ko01000,ko01004","acsA,prpE,ytcI,pauA",339.232658830669,-1.15543971471976,0.328259457506344,13.2988574594826,0.000265567899506,0.038676991270098,subset,subset_weight.loss_vs_no.weight.loss,10,"6.2.1.1,6.2.1.17,6.2.1.40,6.2.1.13","iE2348C_1286.E2348C_4392,iYL1228.KPN_04478","Acyl-coenzyme A synthetase ACSM3,AMP-binding enzyme C-terminal domain,Catalyzes the synthesis of propionyl-CoA from propionate and CoA. Also converts acetate to acetyl-CoA but with a lower specific activity (By similarity),AMP-binding enzyme,AMP-dependent synthetase and ligase,Psort location Cytoplasmic, score,Succinyl-CoA ligase like flavodoxin domain,Catalyzes the conversion of acetate into acetyl-CoA (AcCoA), an essential intermediate at the junction of anabolic and catabolic pathways. Acs undergoes a two-step reaction. In the first half reaction, Acs combines acetate with ATP to form acetyl- adenylate (AcAMP) intermediate. In the second half reaction, it can then transfer the acetyl group from AcAMP to the sulfhydryl group of CoA, forming the product AcCoA,PFAM AMP-dependent synthetase and ligase","","ko00010,ko00620,ko00640,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00620,map00640,map00680,map00720,map01100,map01110,map01120,map01130,map01200","ko00000,ko00001,ko00002,ko01000,ko01004","acsA,prpE,ytcI,pauA",339.232658830669,-1.15543971471976,0.328259457506344,13.2988574594826,0.000265567899505929,0.0386769912700984,subset,subset_weight.loss_vs_no.weight.loss,10,-3.51989771596276
ko:K01905,carbohydrate metabolism,"6.2.1.13,6.3.2.29,6.3.2.30,6.2.1.1","","CoA binding domain protein,PFAM CoA-binding domain protein,CoA binding domain,TIGRFAM acetyl coenzyme A synthetase (ADP forming), alpha domain,Acetylates RNase R in exponential phase cells. Also required for the glucose-dependent acetylation on multiple lysines of alpha, beta and beta' RNAP subunits. May acetylate Acs and inhibit its activity,Succinyl-CoA ligase like flavodoxin domain,CoA ligase,Acyl-CoA synthetase (NDP forming),ATP-grasp domain","","ko00010,ko00620,ko00640,ko01100,ko01120,map00010,map00620,map00640,map01100,map01120,ko00720,map00720,ko00680,ko01110,ko01130,ko01200,map00680,map01110,map01130,map01200","ko00000,ko00001,ko01000,ko01004,ko00002","yfiQ,pauA,MA20_15065,acdA",88.7663755578837,-0.980889752971262,0.287356064594319,12.1610479467949,0.000487979519721,0.042079626281915,subset,subset_weight.loss_vs_no.weight.loss,10,"6.2.1.13,6.3.2.29,6.3.2.30,6.2.1.1","","CoA binding domain protein,PFAM CoA-binding domain protein,CoA binding domain,TIGRFAM acetyl coenzyme A synthetase (ADP forming), alpha domain,Acetylates RNase R in exponential phase cells. Also required for the glucose-dependent acetylation on multiple lysines of alpha, beta and beta' RNAP subunits. May acetylate Acs and inhibit its activity,Succinyl-CoA ligase like flavodoxin domain,CoA ligase,Acyl-CoA synthetase (NDP forming),ATP-grasp domain","","ko00010,ko00620,ko00640,ko01100,ko01120,map00010,map00620,map00640,map01100,map01120,ko00720,map00720,ko00680,ko01110,ko01130,ko01200,map00680,map01110,map01130,map01200","ko00000,ko00001,ko01000,ko01004,ko00002","yfiQ,pauA,MA20_15065,acdA",88.7663755578837,-0.980889752971262,0.287356064594319,12.1610479467949,0.000487979519720755,0.0420796262819151,subset,subset_weight.loss_vs_no.weight.loss,10,-3.41349939614483
ko:K01918,carbohydrate metabolism,"2.7.4.25,6.3.2.1,1.17.7.4,2.5.1.19,2.7.1.26,2.7.7.2","iPC815.YPO1391,iSDY_1059.SDY_2348","Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate,Pantoate-beta-alanine ligase","","ko00240,ko00410,ko00770,ko01100,ko01110,map00240,map00410,map00770,map01100,map01110,ko00400,ko00740,ko00900,ko01130,ko01230,ko03010,map00400,map00740,map00900,map01130,map01230,map03010","ko00000,ko00001,ko00002,ko01000,br01610,ko03009,ko03011","panC,cmk",135.895494941309,-1.3445774187247,0.402172984139387,12.251909789248,0.000464782221032,0.042079626281915,subset,subset_weight.loss_vs_no.weight.loss,10,"2.7.4.25,6.3.2.1,1.17.7.4,2.5.1.19,2.7.1.26,2.7.7.2","iPC815.YPO1391,iSDY_1059.SDY_2348","Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate,Pantoate-beta-alanine ligase","","ko00240,ko00410,ko00770,ko01100,ko01110,map00240,map00410,map00770,map01100,map01110,ko00400,ko00740,ko00900,ko01130,ko01230,ko03010,map00400,map00740,map00900,map01130,map01230,map03010","ko00000,ko00001,ko00002,ko01000,br01610,ko03009,ko03011","panC,cmk",135.895494941309,-1.3445774187247,0.402172984139387,12.251909789248,0.000464782221031914,0.0420796262819151,subset,subset_weight.loss_vs_no.weight.loss,10,-3.34328130369566
ko:K02027,transporters,"3.4.17.18,3.4.11.9,3.2.1.8,2.1.1.113,3.1.31.1","iYO844.BSU06970,iEcE24377_1341.EcE24377A_3931","Bacterial extracellular solute-binding protein,ABC-type sugar transport system periplasmic component,Psort location Cytoplasmic, score, score 8.87,transport,Belongs to the peptidase M24B family,PFAM extracellular solute-binding protein family 1,carbohydrate transport,solute-binding protein,ABC transporter periplasmic binding protein YcjN precursor,COG0006 Xaa-Pro aminopeptidase,Creatinase/Prolidase N-terminal domain,ABC transporter, solute-binding protein,peptidase M24,Carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-),ABC transporter periplasmic binding protein YcjN precursor K02027,creatinase,COG COG1653 ABC-type sugar transport system, periplasmic component,helix_turn _helix lactose operon repressor,C-terminal region of peptidase_M24,ABC transporter substrate-binding protein,maltose binding,DNA-binding transcription factor activity,Extracellular solute-binding protein,aminopeptidase,nucleotide catabolic process,PFAM Bacterial extracellular solute-binding,Carbohydrate ABC transporter,Sn-glycerol-3-phosphate and glycerophosphoryl diester- binding protein interacts with the binding protein-dependent transport system UgpACE,helix_turn_helix gluconate operon transcriptional repressor,PFAM Bacterial extracellular solute-binding protein,PFAM peptidase M24,Domain of unknown function (DUF4861),peptidase,Bacterial regulatory proteins, gntR family,Sugar ABC transporter substrate-binding protein,nuclease,extracellular solute-binding protein, family 1,Belongs to the 5'-nucleotidase family","","ko02010,map02010","ko00000,ko00002,ko01000,ko01002,ko02000,ko00001,ko03000,ko02048","ugpB,busR,pepP,msmE,ugpB3,malE,mmbP,yesO,xynX5,thuE,lacE,cycB_1,srrA1,cycB_2,mnuA,ycjN",1200.75928648043,-0.456711030871489,0.123644477322288,13.7465049583856,0.00020920972481,0.038676991270098,subset,subset_weight.loss_vs_no.weight.loss,10,"3.4.17.18,3.4.11.9,3.2.1.8,2.1.1.113,3.1.31.1","iYO844.BSU06970,iEcE24377_1341.EcE24377A_3931","Bacterial extracellular solute-binding protein,ABC-type sugar transport system periplasmic component,Psort location Cytoplasmic, score, score 8.87,transport,Belongs to the peptidase M24B family,PFAM extracellular solute-binding protein family 1,carbohydrate transport,solute-binding protein,ABC transporter periplasmic binding protein YcjN precursor,COG0006 Xaa-Pro aminopeptidase,Creatinase/Prolidase N-terminal domain,ABC transporter, solute-binding protein,peptidase M24,Carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-),ABC transporter periplasmic binding protein YcjN precursor K02027,creatinase,COG COG1653 ABC-type sugar transport system, periplasmic component,helix_turn _helix lactose operon repressor,C-terminal region of peptidase_M24,ABC transporter substrate-binding protein,maltose binding,DNA-binding transcription factor activity,Extracellular solute-binding protein,aminopeptidase,nucleotide catabolic process,PFAM Bacterial extracellular solute-binding,Carbohydrate ABC transporter,Sn-glycerol-3-phosphate and glycerophosphoryl diester- binding protein interacts with the binding protein-dependent transport system UgpACE,helix_turn_helix gluconate operon transcriptional repressor,PFAM Bacterial extracellular solute-binding protein,PFAM peptidase M24,Domain of unknown function (DUF4861),peptidase,Bacterial regulatory proteins, gntR family,Sugar ABC transporter substrate-binding protein,nuclease,extracellular solute-binding protein, family 1,Belongs to the 5'-nucleotidase family","","ko02010,map02010","ko00000,ko00002,ko01000,ko01002,ko02000,ko00001,ko03000,ko02048","ugpB,busR,pepP,msmE,ugpB3,malE,mmbP,yesO,xynX5,thuE,lacE,cycB_1,srrA1,cycB_2,mnuA,ycjN",1200.75928648043,-0.456711030871489,0.123644477322288,13.7465049583856,0.000209209724809513,0.0386769912700984,subset,subset_weight.loss_vs_no.weight.loss,10,-3.69374387568512
ko:K03436,carbohydrate metabolism,"","","DeoR C terminal sensor domain,Psort location Cytoplasmic, score 8.87,COG COG1349 Transcriptional regulators of sugar metabolism,Transcriptional regulator, DeoR family,transcriptional regulator DeoR family,DNA-binding transcription factor activity,transcriptional regulator (DeoR family),M protein trans-acting positive regulator (MGA) HTH domain, DeoR,transcriptional, score 8.96","","","ko00000,ko03000","fruR,srlR,fruR2,agaR,lacR",157.141895261248,-1.16305509902351,0.319993327897783,15.8456319980325,6.87249888903349e-05,0.02713177989777,subset,subset_weight.loss_vs_no.weight.loss,10,"","","DeoR C terminal sensor domain,Psort location Cytoplasmic, score 8.87,COG COG1349 Transcriptional regulators of sugar metabolism,Transcriptional regulator, DeoR family,transcriptional regulator DeoR family,DNA-binding transcription factor activity,transcriptional regulator (DeoR family),M protein trans-acting positive regulator (MGA) HTH domain, DeoR,transcriptional, score 8.96","","","ko00000,ko03000","fruR,srlR,fruR2,agaR,lacR",157.141895261248,-1.16305509902351,0.319993327897783,15.8456319980325,6.87249888903349e-05,0.0271317798977703,subset,subset_weight.loss_vs_no.weight.loss,10,-3.63462296749835
ko:K03442,transporters,"","","Psort location CytoplasmicMembrane, score,mechanosensitive ion channel,Mechanosensitive channel that participates in the regulation of osmotic pressure changes within the cell, opening in response to stretch forces in the membrane lipid bilayer, without the need for other proteins. Contributes to normal resistance to hypoosmotic shock. Forms an ion channel of 1.0 nanosiemens conductance with a slight preference for anions. The channel is sensitive to voltage,Transporter, small conductance mechanosensitive ion channel MscS family protein,Small-conductance mechanosensitive channel,Mechanosensitive ion channel,Small conductance mechanosensitive ion channel, MscS family,Conserved TM helix,ion transport,COG0668 Small-conductance mechanosensitive channel","","","ko00000,ko02000","mscS,mscS1,ybiO",226.492767789214,-1.11512926286656,0.319760456865463,13.0956656364954,0.000295979811694,0.038676991270098,subset,subset_weight.loss_vs_no.weight.loss,10,"","","Psort location CytoplasmicMembrane, score,mechanosensitive ion channel,Mechanosensitive channel that participates in the regulation of osmotic pressure changes within the cell, opening in response to stretch forces in the membrane lipid bilayer, without the need for other proteins. Contributes to normal resistance to hypoosmotic shock. Forms an ion channel of 1.0 nanosiemens conductance with a slight preference for anions. The channel is sensitive to voltage,Transporter, small conductance mechanosensitive ion channel MscS family protein,Small-conductance mechanosensitive channel,Mechanosensitive ion channel,Small conductance mechanosensitive ion channel, MscS family,Conserved TM helix,ion transport,COG0668 Small-conductance mechanosensitive channel","","","ko00000,ko02000","mscS,mscS1,ybiO",226.492767789214,-1.11512926286656,0.319760456865463,13.0956656364954,0.000295979811693658,0.0386769912700984,subset,subset_weight.loss_vs_no.weight.loss,10,-3.48738950962828
ko:K03544,amino acid metabolism,"","","ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP,COG COG1219 ATP-dependent protease Clp, ATPase subunit,C-terminal, D2-small domain, of ClpB protein,ClpX C4-type zinc finger,unfolded protein binding","","ko04112,map04112","ko00000,ko00001,ko03110","clpX_1,clpX",296.327952005083,0.776190253597632,0.209026814445838,13.1115988027893,0.000293473124929,0.038676991270098,subset,subset_weight.loss_vs_no.weight.loss,10,"","","ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP,COG COG1219 ATP-dependent protease Clp, ATPase subunit,C-terminal, D2-small domain, of ClpB protein,ClpX C4-type zinc finger,unfolded protein binding","","ko04112,map04112","ko00000,ko00001,ko03110","clpX_1,clpX",296.327952005083,0.776190253597632,0.209026814445838,13.1115988027893,0.000293473124928898,0.0386769912700984,subset,subset_weight.loss_vs_no.weight.loss,10,3.71335254596609
ko:K03606,lipopolysaccharide synthesis,"2.7.8.6,2.7.8.36","","CoA-binding domain,Psort location CytoplasmicMembrane, score,Exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase,COG COG2148 Sugar transferases involved in lipopolysaccharide synthesis,Bacterial sugar transferase,COG2148 Sugar transferases involved in lipopolysaccharide synthesis","","ko05111,map05111,ko02025,map02025","ko00000,ko00001,ko01000,ko01005","wcaJ,wcaJ_2,pglC",141.540462330686,0.854696835591542,0.242855355889524,12.4746790403426,0.000412505524966,0.038965906512159,subset,subset_weight.loss_vs_no.weight.loss,10,"2.7.8.6,2.7.8.36","","CoA-binding domain,Psort location CytoplasmicMembrane, score,Exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase,COG COG2148 Sugar transferases involved in lipopolysaccharide synthesis,Bacterial sugar transferase,COG2148 Sugar transferases involved in lipopolysaccharide synthesis","","ko05111,map05111,ko02025,map02025","ko00000,ko00001,ko01000,ko01005","wcaJ,wcaJ_2,pglC",141.540462330686,0.854696835591542,0.242855355889524,12.4746790403426,0.00041250552496585,0.0389659065121588,subset,subset_weight.loss_vs_no.weight.loss,10,3.51936580711173
ko:K03649,stress response,"3.2.2.28,6.3.3.2","","Uracil DNA glycosylase superfamily,DNA glycosylase,UreE urease accessory protein, C-terminal domain,COG3663 G T U mismatch-specific DNA glycosylase,Catalyzes the epimerization of the S- and R-forms of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration. This is a prerequisite for the S- specific NAD(P)H-hydrate dehydratase to allow the repair of both epimers of NAD(P)HX,COG COG3663 G T U mismatch-specific DNA glycosylase,NUDIX domain,Excises ethenocytosine and uracil, which can arise by alkylation or deamination of cytosine, respectively, from the corresponding mispairs with guanine in ds-DNA. It is capable of hydrolyzing the carbon-nitrogen bond between the sugar-phosphate backbone of the DNA and the mispaired base. The complementary strand guanine functions in substrate recognition. Required for DNA damage lesion repair in stationary-phase cells","","ko03410,map03410,ko00670,ko01100,map00670,map01100","ko00000,ko00001,ko01000,ko03400","mug,mutY",113.200004309541,-1.12416425211087,0.331046480917828,13.7608578285267,0.000207617272422,0.038676991270098,subset,subset_weight.loss_vs_no.weight.loss,10,"3.2.2.28,6.3.3.2","","Uracil DNA glycosylase superfamily,DNA glycosylase,UreE urease accessory protein, C-terminal domain,COG3663 G T U mismatch-specific DNA glycosylase,Catalyzes the epimerization of the S- and R-forms of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration. This is a prerequisite for the S- specific NAD(P)H-hydrate dehydratase to allow the repair of both epimers of NAD(P)HX,COG COG3663 G T U mismatch-specific DNA glycosylase,NUDIX domain,Excises ethenocytosine and uracil, which can arise by alkylation or deamination of cytosine, respectively, from the corresponding mispairs with guanine in ds-DNA. It is capable of hydrolyzing the carbon-nitrogen bond between the sugar-phosphate backbone of the DNA and the mispaired base. The complementary strand guanine functions in substrate recognition. Required for DNA damage lesion repair in stationary-phase cells","","ko03410,map03410,ko00670,ko01100,map00670,map01100","ko00000,ko00001,ko01000,ko03400","mug,mutY",113.200004309541,-1.12416425211087,0.331046480917828,13.7608578285267,0.000207617272422021,0.0386769912700984,subset,subset_weight.loss_vs_no.weight.loss,10,-3.39578976642228
ko:K03723,stress response,"2.4.1.129,3.4.16.4","","Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site,TRCF",GT51,"ko03420,map03420,ko00550,map00550","ko00000,ko00001,ko01000,ko03400,ko01003,ko01011",mfd,682.511876482043,-0.509507370723582,0.148204653148089,12.1273808495511,0.000496868551374,0.042079626281915,subset,subset_weight.loss_vs_no.weight.loss,10,"2.4.1.129,3.4.16.4","","Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site,TRCF",GT51,"ko03420,map03420,ko00550,map00550","ko00000,ko00001,ko01000,ko03400,ko01003,ko01011",mfd,682.511876482043,-0.509507370723582,0.148204653148089,12.1273808495511,0.000496868551374404,0.0420796262819151,subset,subset_weight.loss_vs_no.weight.loss,10,-3.43786352115727
ko:K04786,transporters,"2.1.1.295,2.1.1.79","","Condensation domain,polyketide synthase,TIGRFAM amino acid adenylation domain,amino acid activation for nonribosomal peptide biosynthetic process,PKS_KR,Nodulation protein S (NodS),AMP-binding enzyme,Belongs to the ATP-dependent AMP-binding enzyme family","GT2,GT4","ko01053,map01053,ko01054,map01054,ko00333,ko01130,map00333,map01130,ko00130,ko01100,ko01110,ko02020,map00130,map01100,map01110,map02020","ko00000,ko00001,ko01004,ko01008,ko00002,ko01000,ko01005,ko02000","irp1,ppsE,phcB",109.271813442594,-1.67779164846253,0.487566761739818,12.0124670970222,0.000528458577266,0.043263142192187,subset,subset_weight.loss_vs_no.weight.loss,10,"2.1.1.295,2.1.1.79","","Condensation domain,polyketide synthase,TIGRFAM amino acid adenylation domain,amino acid activation for nonribosomal peptide biosynthetic process,PKS_KR,Nodulation protein S (NodS),AMP-binding enzyme,Belongs to the ATP-dependent AMP-binding enzyme family","GT2,GT4","ko01053,map01053,ko01054,map01054,ko00333,ko01130,map00333,map01130,ko00130,ko01100,ko01110,ko02020,map00130,map01100,map01110,map02020","ko00000,ko00001,ko01004,ko01008,ko00002,ko01000,ko01005,ko02000","irp1,ppsE,phcB",109.271813442594,-1.67779164846253,0.487566761739818,12.0124670970222,0.000528458577266122,0.0432631421921865,subset,subset_weight.loss_vs_no.weight.loss,10,-3.441152638206
ko:K05575,respiration,1.6.5.3,"iJN678.ndhD2,iJN678.ndhD","NDH-1 shuttles electrons from NAD(P)H, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient,proton-translocating NADH-quinone oxidoreductase, chain M,NADH dehydrogenase,Proton-conducting membrane transporter","","ko00190,ko01100,map00190,map01100","ko00000,ko00001,ko00002,ko01000,ko02000","nuoM,ndhD,ndhD5",212.814622244022,-1.19313487385631,0.357013477956718,12.9588701440514,0.000318409283491,0.038676991270098,subset,subset_weight.loss_vs_no.weight.loss,10,1.6.5.3,"iJN678.ndhD2,iJN678.ndhD","NDH-1 shuttles electrons from NAD(P)H, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient,proton-translocating NADH-quinone oxidoreductase, chain M,NADH dehydrogenase,Proton-conducting membrane transporter","","ko00190,ko01100,map00190,map01100","ko00000,ko00001,ko00002,ko01000,ko02000","nuoM,ndhD,ndhD5",212.814622244022,-1.19313487385631,0.357013477956718,12.9588701440514,0.000318409283490531,0.0386769912700984,subset,subset_weight.loss_vs_no.weight.loss,10,-3.34198832123912
ko:K06894,amino acid metabolism,3.2.1.52,"","Carboxypeptidase regulatory-like domain,peptidase regulator activity,Alpha-2-Macroglobulin,COG2373 Large extracellular alpha-helical protein,cell wall anchor domain protein,PFAM alpha-2-macroglobulin domain protein,Alpha-2-macroglobulin family,Leucine rich repeats (6 copies),Spy0128-like isopeptide containing domain,PFAM Prenyltransferase squalene oxidase,gamma-DL-glutamyl hydrolase,Alpha-2-macroglobulin MG1 domain,domain protein",GH20,"ko00511,ko00513,ko00520,ko00531,ko00603,ko00604,ko01100,ko04142,ko05100,map00511,map00513,map00520,map00531,map00603,map00604,map01100,map04142,map05100","ko00000,ko00001,ko00002,ko01000,ko03110","yfhM,yfaS,inlA",155.546249101661,1.02925998648217,0.281570899223153,13.2275426107479,0.000275865248849,0.038676991270098,subset,subset_weight.loss_vs_no.weight.loss,10,3.2.1.52,"","Carboxypeptidase regulatory-like domain,peptidase regulator activity,Alpha-2-Macroglobulin,COG2373 Large extracellular alpha-helical protein,cell wall anchor domain protein,PFAM alpha-2-macroglobulin domain protein,Alpha-2-macroglobulin family,Leucine rich repeats (6 copies),Spy0128-like isopeptide containing domain,PFAM Prenyltransferase squalene oxidase,gamma-DL-glutamyl hydrolase,Alpha-2-macroglobulin MG1 domain,domain protein",GH20,"ko00511,ko00513,ko00520,ko00531,ko00603,ko00604,ko01100,ko04142,ko05100,map00511,map00513,map00520,map00531,map00603,map00604,map01100,map04142,map05100","ko00000,ko00001,ko00002,ko01000,ko03110","yfhM,yfaS,inlA",155.546249101661,1.02925998648217,0.281570899223153,13.2275426107479,0.000275865248849485,0.0386769912700984,subset,subset_weight.loss_vs_no.weight.loss,10,3.65542031979113
ko:K06959,stress response,"","","Tex-like protein N-terminal domain,Transcriptional accessory protein,Likely ribonuclease with RNase H fold.,domain protein,Tex-like protein N-terminal domain protein,Psort location Cytoplasmic, score,COG2183 Transcriptional accessory protein,response to ionizing radiation,RNA binding S1 domain protein","","",ko00000,yhgF,525.439496812489,-0.738674256068962,0.190186691477295,15.1476064621979,9.94242748696796e-05,0.02713177989777,subset,subset_weight.loss_vs_no.weight.loss,10,"","","Tex-like protein N-terminal domain,Transcriptional accessory protein,Likely ribonuclease with RNase H fold.,domain protein,Tex-like protein N-terminal domain protein,Psort location Cytoplasmic, score,COG2183 Transcriptional accessory protein,response to ionizing radiation,RNA binding S1 domain protein","","",ko00000,yhgF,525.439496812489,-0.738674256068962,0.190186691477295,15.1476064621979,9.94242748696796e-05,0.0271317798977703,subset,subset_weight.loss_vs_no.weight.loss,10,-3.88394293171217
ko:K06996,respiration,1.14.99.57,"","Antibiotic biosynthesis monooxygenase,Glyoxalase bleomycin resistance protein dioxygenase,Glyoxalase-like domain","","","ko00000,ko01000","ycnE,yphI",64.8444370176467,-1.33176935832005,0.395353666713205,12.5902365861369,0.000387767056132,0.038965906512159,subset,subset_weight.loss_vs_no.weight.loss,10,1.14.99.57,"","Antibiotic biosynthesis monooxygenase,Glyoxalase bleomycin resistance protein dioxygenase,Glyoxalase-like domain","","","ko00000,ko01000","ycnE,yphI",64.8444370176467,-1.33176935832005,0.395353666713205,12.5902365861369,0.000387767056132187,0.0389659065121588,subset,subset_weight.loss_vs_no.weight.loss,10,-3.36855193323939
ko:K11528,cell wall synthesis,"2.3.1.157,2.7.7.23","iJN678.glmU,iLJ478.TM1629,iECED1_1282.ECED1_4420,iYL1228.KPN_04135","Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain,D-aminopeptidase,Hexapeptide repeat of succinyl-transferase","","ko00520,ko01100,ko01130,map00520,map01100,map01130","ko00000,ko00001,ko00002,ko01000,ko01002",glmU,111.458242202632,1.64815020216351,0.34126177485677,20.6574289374769,5.49236655756426e-06,0.013093525158738,subset,subset_weight.loss_vs_no.weight.loss,10,"2.3.1.157,2.7.7.23","iJN678.glmU,iLJ478.TM1629,iECED1_1282.ECED1_4420,iYL1228.KPN_04135","Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain,D-aminopeptidase,Hexapeptide repeat of succinyl-transferase","","ko00520,ko01100,ko01130,map00520,map01100,map01130","ko00000,ko00001,ko00002,ko01000,ko01002",glmU,111.458242202632,1.64815020216351,0.34126177485677,20.6574289374769,5.49236655756426e-06,0.0130935251587377,subset,subset_weight.loss_vs_no.weight.loss,10,4.82957753723004
ko:K12240,amino acid metabolism,"2.1.1.295,2.1.1.79","","Condensation domain,TIGRFAM amino acid adenylation domain,D-alanine [D-alanyl carrier protein] ligase activity,Pfam:NRPS,methyltransferase activity,Non-ribosomal peptide synthetase modules and related proteins,Thioesterase domain,Belongs to the ATP-dependent AMP-binding enzyme family","GT2,GT4","ko01053,map01053,ko00130,ko01100,ko01110,ko02020,map00130,map01100,map01110,map02020","ko00000,ko00001,ko01004,ko01008,ko00002,ko01000,ko01005,ko02000","pchF,phcB,mbtB",110.298940980328,-1.32181888177479,0.387434032220442,12.8879346767873,0.000330707172912,0.038676991270098,subset,subset_weight.loss_vs_no.weight.loss,10,"2.1.1.295,2.1.1.79","","Condensation domain,TIGRFAM amino acid adenylation domain,D-alanine [D-alanyl carrier protein] ligase activity,Pfam:NRPS,methyltransferase activity,Non-ribosomal peptide synthetase modules and related proteins,Thioesterase domain,Belongs to the ATP-dependent AMP-binding enzyme family","GT2,GT4","ko01053,map01053,ko00130,ko01100,ko01110,ko02020,map00130,map01100,map01110,map02020","ko00000,ko00001,ko01004,ko01008,ko00002,ko01000,ko01005,ko02000","pchF,phcB,mbtB",110.298940980328,-1.32181888177479,0.387434032220442,12.8879346767873,0.000330707172912079,0.0386769912700984,subset,subset_weight.loss_vs_no.weight.loss,10,-3.41172631170072
